eu_sdg,dimension,dimension_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2000,551,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2002,8855,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2003,7276,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2004,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2006,13925,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2007,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2008,65,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2009,2191,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2010,5215,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2011,12,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2012,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2013,43,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2014,273,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2015,256,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2016,559,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2017,37,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2018,4649,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2019,12118,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2020,1016,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2021,3053,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2022,625,
15_42,KM2,Drought impact area,KM2,Square kilometre,LV,Latvia,2023,6778,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2000,10,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2002,14853,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2003,2937,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2005,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2006,3734,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2008,839,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2009,1003,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2010,236,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2012,16,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2014,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2015,643,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2016,53,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2017,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2018,9860,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2019,31961,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2020,2156,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2021,1326,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2022,14,
15_42,KM2,Drought impact area,KM2,Square kilometre,LT,Lithuania,2023,20378,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2002,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2003,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2011,582,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2012,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2014,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2015,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2016,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2017,185,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2018,332,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2019,441,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2020,1806,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2021,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2022,1824,
15_42,KM2,Drought impact area,KM2,Square kilometre,LU,Luxembourg,2023,3,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2000,2338,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2001,346,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2002,2545,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2003,13639,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2005,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2007,3650,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2009,103,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2011,186,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2012,39874,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2014,260,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2015,2844,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2016,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2017,1327,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2018,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2019,704,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2020,226,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2021,1622,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2022,23897,
15_42,KM2,Drought impact area,KM2,Square kilometre,HU,Hungary,2023,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2002,5,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2003,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2010,106,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2012,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2013,61,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2014,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2015,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2016,212,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2017,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2018,49,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2019,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2020,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2021,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2022,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,MT,Malta,2023,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2002,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2003,18,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2004,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2006,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2011,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2012,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2013,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2014,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2015,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2016,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2017,25,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2018,9032,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2019,1754,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2020,5758,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2021,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2022,6088,
15_42,KM2,Drought impact area,KM2,Square kilometre,NL,Netherlands,2023,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2000,4671,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2001,6203,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2002,2850,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2003,23665,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2004,1183,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2005,420,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2006,579,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2007,2880,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2008,25,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2009,75,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2010,1045,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2011,1133,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2012,2352,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2013,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2014,25,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2015,4521,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2016,125,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2017,2400,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2018,5785,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2019,1920,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2020,214,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2021,2203,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2022,7919,
15_42,KM2,Drought impact area,KM2,Square kilometre,AT,Austria,2023,59,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2000,6753,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2001,23,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2002,4640,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2003,42568,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2004,3933,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2005,2159,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2006,13887,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2007,229,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2009,28,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2010,8,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2012,19155,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2013,328,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2014,370,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2015,55247,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2016,9572,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2017,2207,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2018,16679,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2019,44565,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2020,7903,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2021,5602,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2022,21987,
15_42,KM2,Drought impact area,KM2,Square kilometre,PL,Poland,2023,24459,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2001,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2002,2771,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2003,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2005,55433,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2006,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2007,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2008,237,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2009,13239,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2010,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2011,2128,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2012,31891,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2013,11,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2014,62,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2015,3306,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2016,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2017,1509,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2018,25,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2019,2841,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2020,11,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2021,13,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2022,38843,
15_42,KM2,Drought impact area,KM2,Square kilometre,PT,Portugal,2023,6115,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2000,28602,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2001,2726,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2002,4778,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2003,31990,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2004,1275,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2006,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2007,15143,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2008,845,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2009,2480,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2011,244,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2012,39937,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2013,2247,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2014,906,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2015,1975,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2016,211,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2017,2565,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2018,85,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2019,519,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2020,28295,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2021,1815,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2022,34971,
15_42,KM2,Drought impact area,KM2,Square kilometre,RO,Romania,2023,2982,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2000,1526,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2002,121,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2003,7582,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2006,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2007,24,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2009,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2010,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2011,628,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2012,3129,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2013,2,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2014,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2015,55,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2016,32,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2017,1529,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2018,46,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2019,59,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2020,139,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2021,1127,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2022,11197,
15_42,KM2,Drought impact area,KM2,Square kilometre,SI,Slovenia,2023,53,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2000,811,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2002,142,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2003,7423,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2004,18,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2005,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2006,10,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2007,531,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2009,168,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2010,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2011,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2012,13965,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2013,627,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2014,376,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2015,3617,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2016,285,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2017,2991,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2018,684,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2019,184,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2020,8,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2021,292,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2022,9864,
15_42,KM2,Drought impact area,KM2,Square kilometre,SK,Slovakia,2023,327,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2000,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2001,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2002,5592,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2003,23512,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2004,127,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2005,21,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2006,37923,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2007,95,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2008,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2009,1379,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2010,997,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2011,4687,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2012,26,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2013,265,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2014,2849,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2015,936,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2016,485,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2017,1593,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2018,25981,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2019,20552,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2020,8763,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2021,36498,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2022,4081,
15_42,KM2,Drought impact area,KM2,Square kilometre,FI,Finland,2023,6378,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2000,31,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2001,16,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2002,3649,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2003,14376,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2004,4029,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2005,1030,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2006,10126,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2007,1962,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2008,2395,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2009,5478,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2010,5065,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2011,1329,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2012,45,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2013,794,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2014,3671,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2015,6330,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2016,7760,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2017,16569,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2018,60702,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2019,25535,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2020,16605,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2021,23885,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2022,10625,
15_42,KM2,Drought impact area,KM2,Square kilometre,SE,Sweden,2023,12602,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2000,714,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2001,1,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2002,35,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2003,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2004,0,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2005,55,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2006,4,
15_42,KM2,Drought impact area,KM2,Square kilometre,IS,Iceland,2007,24,
